collection,date_text,date_qualifier,date_single,date_range_end,extent_physical,form,form_authority,form_URI,identifier,language,name 1,name_authority 1,name_authority_URI 1,name_role 1,name_role_authority 1,name_role_URI 1,name 2,name_authority 2,name_role 2,name_role_authority 2,name_role_URI 2,place_of_origin 1,place_of_origin_URI 1,place_of_origin 2,place_of_origin_URI 2,project_title,note,note 2,record_source,repository,rights,collection_identifier,subject_geographic,subject_geographic_authority,subject_geographic_URI,subject_geographic_coordinates,subject_name 1,subject_name_authority 1,subject_name_URI 1,subject_name 2,subject_name_authority 2,subject_name_URI 2,subject_name 3,subject_name_authority 3,subject_name_URI 3,subject_topical 1,subject_topical_authority 1,subject_topical_URI 1,subject_topical 2,title_initial_article,title_of_work
"Estes Kefauver Papers, 1925 - 1967",5/25/1952,,1952-05-25,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3800,zxx,Austin-Albuquerque Studios,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Albuquerque (N.M.),http://id.loc.gov/authorities/names/n79079329,,,Estes Kefauver Image Collection,To Senator Kefauver with kindest regards Robert LaFollette. Kefauver Rally Albuquerque NM May 25 1952,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New Mexico,naf,http://id.loc.gov/authorities/names/n79005595,"34.50028N, 106.00083W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver and others at Kefauver rally in Albuquerque
"Estes Kefauver Papers, 1925 - 1967",4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3838,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,"43.00028N, 72.49973W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver at the Algonquin Hotel
"Estes Kefauver Papers, 1925 - 1967",4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3844,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,"43.00028N, 72.49973W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,Estes Kefauver and woman at the Algonquin Hotel
"Estes Kefauver Papers, 1925 - 1967",4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3846,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,"43.00028N, 72.49973W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Coonskin Caps,,,,,Estes Kefauver greets supporters at the Algonquin Hotel
"Estes Kefauver Papers, 1925 - 1967",4/4/1952,,1952-04-04,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3848,zxx,"Algonquin Hotel (New York, N.Y.)",naf,http://id.loc.gov/authorities/names/no2001066585,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,New York (N.Y.),http://id.loc.gov/authorities/names/n79007751,,,Estes Kefauver Image Collection,"Ben Bodne Stamp, Algonquin Hotel; April 4 1952",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,New York (State),naf,http://id.loc.gov/authorities/names/n80126293,"43.00028N, 72.49973W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Robert Cooke",,,,,,,,,,,Estes Kefauver and father at Algonquin Hotel
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3948,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,Back unavailable (glued to envelope),"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,,,,,,Estes Kefauver in “pokey”
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3971,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Ohio,http://id.loc.gov/authorities/names/n79049197,,,Estes Kefauver Image Collection,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Ohio,naf,http://id.loc.gov/authorities/names/n79049197,"40.25028N, 83.00000W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,"Estes Kefauver in convertible with Mike DiSalle and MikeTeigham, among others"
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3975,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Cleveland (Ohio),http://id.loc.gov/authorities/names/n79086863,,,Estes Kefauver Image Collection,Camp. '56 Cleveland Ohio. “Campaign Smile”,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Ohio,naf,http://id.loc.gov/authorities/names/n79049197,"40.25028N, 83.00000W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver and others outside the “Kefauver Mainstreeter” airline
"Estes Kefauver Papers, 1925 - 1967",2/15/1956,,1956-02-15,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_3987,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,Cleveland (Ohio),http://id.loc.gov/authorities/names/n79086863,,,Estes Kefauver Image Collection,Camp. '56 Cleveland Ohio. 2/15/1956,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Ohio,naf,http://id.loc.gov/authorities/names/n79049197,"40.25028N, 83.00000W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver in cockpit
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4002,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,1956 Campaign,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Supporters gather under “Kefauver for President” banner
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4006,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,"1956 Campaign, ""A Natural Course of Events”",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Supporters pin “Adlai” button to Kefauver's lapel
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4030,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,"Senator Kefauver, Nancy Kefauver and Paul Butler",Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Nancy, 1912-1967",naf,http://id.loc.gov/authorities/names/no2008122950,,,,,,,,,Estes and Nancy Kefauver with Paul Butler
"Estes Kefauver Papers, 1925 - 1967",9/1/1956,,1956-09-01,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4040,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver talks to press on plane
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4042,zxx,"Rudis, Joe",,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,"Stevenson, Sparkman, Folsom, Kefauver",,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Sparkman, John, 1899-1985",naf,http://id.loc.gov/authorities/names/n79082340,"Stevenson, Adlai E. (Adlai Ewing),1900-1965",naf,http://id.loc.gov/authorities/names/n79055618,,,,,,"Adlai Stevenson, John Sparkman, John Folsom and Estes Kefauver at Knoxville Regional Meeting"
"Estes Kefauver Papers, 1925 - 1967",8/22/1956,,1956-08-22,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4052,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,Sen. Kefauver (At Ceremony) Crowd shot from behind platform for Hometown Boy. 08/22/1956. UTK Library stamp,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,,,,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,"Welcome Home, Kefauver ceremony"
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4058,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,Sen. Kefauver,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver with dog beside jet
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4068,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,Howdy folks,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver in crowd of supporters
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4094,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,Happy after results (?),Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Kefauver, Nancy, 1912-1967",naf,http://id.loc.gov/authorities/names/no2008122950,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes and Nancy Kefauver at convention
"Estes Kefauver Papers, 1925 - 1967",[1925-1967?],inferred,1925,1967,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4128,zxx,"Taylor, Arnold",,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Star Staff,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,Washington (D.C.),http://id.loc.gov/authorities/names/n79018774,,,Estes Kefauver Image Collection,Photo by Star Staff Arnold Taylor,Dates inferred from Archival Collection dates,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,Washington (D.C.),naf,http://id.loc.gov/authorities/names/n79018774,"38.91694N, 77.00000W","Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,,,,,,,Campaigns,lcsh,http://id.loc.gov/authorities/subjects/sh99004832,,,Estes Kefauver and others at campaign dinner
"Estes Kefauver Papers, 1925 - 1967",1956,,1956,,1 photograph,photographs,aat,http://vocab.getty.edu/aat/300046300,KDP_4152,zxx,unknown,,,Creator,marcrelator,http://id.loc.gov/vocabulary/relators/cre,,,,,,,,,,Estes Kefauver Image Collection,,,"University of Tennessee, Knoxville. Libraries","University of Tennessee, Knoxville. Special Collections","The copyright interests in this item remain with the creator. For more information, contact Special Collections at special@utk.edu.",MPA.144,,,,,"Kefauver, Estes, 1903-1963",naf,http://id.loc.gov/authorities/names/n79144615,"Stevenson, Adlai E. (Adlai Ewing),1900-1965",naf,http://id.loc.gov/authorities/names/n79055618,,,,,,,,,Estes Kefauver and Adlai Stevension publicity photograph
